season,season_start_year,league,division,league_finish,position,name,nationality,age,minutes_(total),starting_appearances_(league),substitute_appearances_(league),starting_appearances_(total),substitute_appearances_(total),total_appearances,goals_(total),goals_(league),g/minutes_(total),g/appearances_(total),european_competition,tier,performance,round_of_tournament,homegrown_players,transfers_in,transfers_out,net_transfers,games_played_(total),goals_for_(total),goals_against_(total),goal_difference_(total),goals_per_game_(total),games_played_(league),goals_for_(league),goals_against_(league),goal_difference_(league),goals_per_game_(league),average_age,average_appearances,average_minutes
2015-2016,2015,La Liga,1,4,MF,Jonathan dos Santos,Mexico,25,2444,20,6,28,10,38,1,0,2444.0,38.0,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2015-2016,2015,La Liga,1,4,MF,Rodri Hernández,Spain,19,331,1,2,4,2,6,0,0,0.0,0.0,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2015-2016,2015,La Liga,1,4,MF,Manu Trigueros,Spain,24,2913,24,7,32,13,45,3,2,971.0,15.0,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2015-2016,2015,La Liga,1,4,MF,Denis Suárez,Spain,21,3376,25,8,36,12,48,5,4,675.2,9.6,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2015-2016,2015,La Liga,1,4,FW,Adrián López,Spain,27,946,10,6,11,12,23,5,4,189.2,4.6,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2015-2016,2015,La Liga,1,4,FW,Roberto Soldado,Spain,30,3374,27,1,39,5,44,8,5,421.75,5.5,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2015-2016,2015,La Liga,1,4,FW,Samu Castillejo,Spain,20,2819,10,9,31,14,45,2,1,1409.5,22.5,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2015-2016,2015,La Liga,1,4,FW,Nahuel Leiva,Spain,19,1506,11,9,17,13,30,1,0,1506.0,30.0,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2015-2016,2015,La Liga,1,4,FW,Cédric Bakambu,DR Congo,24,2952,21,13,34,16,50,22,12,134.18,2.27,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2015-2016,2015,La Liga,1,4,FW,Samu García,Spain,25,1418,7,9,15,11,26,3,2,472.67,8.67,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2015-2016,2015,La Liga,1,4,FW,Alfonso Pedraza,Spain,19,106,2,0,2,1,3,0,0,0.0,0.0,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2015-2016,2015,La Liga,1,4,FW,Leo Baptistão,Brazil,23,1723,12,14,17,17,34,6,3,287.17,5.67,Europa League,2,Semis,5/6,12,11,15,-4.0,56,73,55,18,1.3035714285714286,38,44,35,9,1.1578947368421053,24.9,27.0,1907.52
2016-2017,2016,La Liga,1,5,GK,Sergio Asenjo,Spain,27,2735,24,0,31,0,31,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,GK,Andrés Fernández,Spain,30,1765,14,1,19,1,20,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,GK,Mariano Barbosa,Argentina,27,180,0,0,2,0,2,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,DF,Antonio Rukavina,Serbia,32,992,3,1,11,1,12,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,DF,Mario Gaspar,Spain,26,3789,36,0,42,1,43,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,DF,Jaume Costa,Spain,28,2974,30,1,33,2,35,1,1,2974.0,35.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,DF,Bojan Jokić,Slovenia,30,0,0,0,0,0,0,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,DF,José Ángel Cote,Spain,27,1597,7,0,18,0,18,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,DF,Ramón Bueno,Spain,21,0,0,0,0,0,0,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,DF,Álvaro González,Spain,26,2657,20,3,28,4,32,1,1,2657.0,32.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,DF,Pau Torres,Spain,19,10,0,0,0,1,1,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,DF,Víctor Ruiz,Spain,27,3077,27,1,35,1,36,1,1,3077.0,36.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,DF,Mato Musacchio,Argentina,26,2645,23,0,30,0,30,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,DF,Daniele Bonera,Italy,35,900,6,0,10,0,10,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,MF,Manu Trigueros,Spain,25,3675,35,2,42,3,45,7,5,525.0,6.428571428571429,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,MF,Alfred N'Diaye,Senegal,26,567,1,6,6,7,13,1,0,567.0,13.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,MF,Rodri Hernández,Spain,20,1401,8,15,14,17,31,1,0,1401.0,31.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,MF,José Carlos Lazo,Spain,20,0,0,0,0,0,0,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,MF,Roberto Soriano,Italy,25,3086,31,2,38,5,43,10,9,308.6,4.3,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,MF,Pablo Larrea,Spain,22,0,0,0,0,0,0,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,MF,Mario González,Spain,20,38,0,2,32,14,46,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,MF,Bruno Soriano,Spain,32,3961,33,1,7,10,17,6,5,660.1666666666666,2.8333333333333335,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,MF,Leo Suárez,Argentina,20,55,0,3,11,0,11,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,MF,Jonathan dos Santos,Mexico,26,3087,22,12,8,10,18,3,2,1029.0,6.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,MF,Adrián López,Spain,28,725,7,8,0,1,1,2,2,362.5,0.5,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,FW,Roberto Soldado,Spain,31,804,10,0,0,0,0,4,4,201.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,FW,Denis Cheryshev,Russia,26,773,2,9,12,18,30,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,FW,Aitor Cantalapiedra,Spain,20,4,0,1,0,1,1,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,FW,Darío Poveda,Spain,19,0,0,0,0,0,0,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,FW,Rafael Santos Borre,Colombia,21,1115,2,15,12,18,30,4,2,278.75,7.5,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,FW,Dani Raba,Spain,21,0,0,0,0,0,0,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,FW,Nicola Sansone,Italy,25,2547,25,7,29,13,42,9,8,283.0,4.666666666666667,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,FW,Alexandre Pato,Brazil,27,1592,11,3,19,5,24,6,2,265.3333333333333,4.0,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,FW,Samu Castillejo,Spain,21,2596,24,9,29,15,44,3,2,865.3333333333334,14.666666666666666,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2016-2017,2016,La Liga,1,5,FW,Cédric Bakambu,DR Congo,25,2025,17,9,22,12,34,11,10,184.0909090909091,3.090909090909091,Europa League,2,Round of 32,2/6,16,12,16,-4.0,52,73,52,21,1.4038461538461537,38,56,33,23,1.4736842105263157,25.17,20.0,1467.77
2017-2018,2017,La Liga,1,5,GK,Sergio Asenjo,Spain,28,2340,23,0,26,0,26,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,GK,Mariano Barbosa,Argentina,33,1844,12,1,20,1,21,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,GK,Ander Cantero,Spain,22,90,0,0,1,0,1,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,GK,Andrés Fernández,Spain,31,226,3,0,3,0,3,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,DF,Mario Gaspar,Spain,27,3345,31,1,37,1,38,2,2,1672.5,19.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,DF,Antonio Rukavina,Serbia,33,1903,14,3,21,3,24,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,DF,Adrián Marín,Spain,20,664,2,1,7,1,8,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,DF,Jaume Costa,Spain,29,3074,29,1,35,1,36,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,DF,Víctor Ruiz,Spain,28,3046,27,0,34,0,34,2,2,1523.0,17.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,DF,Rúben Semedo,Portugal,23,319,3,1,4,1,5,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,DF,Pau Torres,Spain,20,411,0,2,4,2,6,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,DF,Pepe Castaño,Spain,19,0,0,0,0,0,0,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,DF,Álvaro González,Spain,27,3349,32,1,37,1,38,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,DF,Genís Montolio,Spain,21,90,0,0,1,0,1,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,DF,Daniele Bonera,Italy,36,1732,14,1,20,1,21,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Alfred N'Diaye,Senegal,27,101,1,1,1,1,2,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Mario González,Spain,21,108,0,2,1,2,3,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Bruno Soriano,Spain,33,0,0,0,0,0,0,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Leo Suárez,Argentina,21,101,0,1,1,2,3,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Ramiro Guerra,Uruguay,20,471,0,4,5,5,10,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Pedro Martínez,Spain,21,28,0,0,0,1,1,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Manu Morlanes,Spain,18,76,0,0,1,0,1,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Imanol García,Spain,22,0,0,0,0,0,0,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Salem Al-Dawsari,Saudi Arabia,26,33,0,1,0,1,1,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Javi Fuego,Spain,33,613,6,5,7,5,12,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Víctor Chuca,Spain,20,286,1,3,3,4,7,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Roberto Soriano,Italy,26,1576,11,11,17,13,30,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Pablo Fornals,Spain,21,3336,30,5,17,13,30,4,3,834.0,7.5,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Manu Trigueros,Spain,26,3485,32,2,41,3,44,4,3,871.25,11.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Rodri Hernández,Spain,21,3892,36,1,43,4,47,1,1,3892.0,47.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,MF,Sergio Lozano,Spain,18,14,0,0,0,1,1,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,FW,Enes Ünal,Turkey,20,1659,11,12,17,14,31,5,5,331.8,6.2,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,FW,Carlos Bacca,Colombia,31,3130,30,5,37,7,44,18,15,173.88888888888889,2.4444444444444446,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,FW,Roger Martínez,Colombia,21,249,2,6,2,7,9,1,1,249.0,9.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,FW,Nicola Sansone,Italy,26,820,5,13,8,14,22,6,5,136.66666666666666,3.6666666666666665,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,FW,Denis Cheryshev,Russia,27,1282,9,15,12,20,32,4,2,320.5,8.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,FW,Dani Raba,Spain,22,1505,14,7,18,11,29,4,2,376.25,7.25,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,FW,Darío Poveda,Spain,20,92,0,1,1,1,2,0,0,0.0,0.0,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,FW,Cédric Bakambu,DR Congo,26,1598,15,0,18,3,21,14,9,114.14285714285714,1.5,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2017-2018,2017,La Liga,1,5,FW,Samu Castillejo,Spain,22,2473,25,5,29,9,38,6,6,412.1666666666667,6.333333333333333,Europa League,2,Round of 32,2/6,21,8,11,-3.0,50,73,63,10,1.46,38,57,50,7,1.5,24.65,17.05,1234.03
2018-2019,2018,La Liga,1,14,GK,Sergio Asenjo,Spain,29,2880,32,0,32,0,32,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,GK,Mariano Barbosa,Argentina,34,0,0,0,0,0,0,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,GK,Andrés Fernández,Spain,32,1980,6,0,22,0,22,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Mario Gaspar,Spain,28,3400,30,1,39,1,40,1,1,3400.0,40.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Miguelón,Spain,22,1048,5,3,11,5,16,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Adrei Ratiu,Romania,20,90,0,0,1,0,1,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Xavi Quintillà,Spain,22,806,7,0,9,0,9,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Miguel Layún,Mexico,30,1029,5,3,11,4,15,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Jaume Costa,Spain,30,2200,18,3,1,0,1,1,1,2200.0,1.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Alfonso Pedraza,Spain,22,2869,22,12,30,15,45,4,3,717.25,11.25,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Pepe Castaño,Spain,20,90,0,0,1,0,1,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Víctor Ruiz,Spain,29,2965,22,0,33,0,33,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Ramiro Funes Mori,Argentina,27,3536,29,2,39,3,42,2,2,1768.0,21.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Álvaro González,Spain,28,3687,33,0,41,0,41,1,1,3687.0,41.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,DF,Daniele Bonera,Italy,37,727,4,1,10,1,11,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
2018-2019,2018,La Liga,1,14,MF,Javi Fuego,Spain,34,653,3,2,8,3,11,0,0,0.0,0.0,Europa League,2,Quarters,4/6,16,9,18,-9.0,54,83,73,10,1.537037037037037,38,49,52,-3,1.2894736842105263,27.0,23.45,1723.35
